LUO_ZUP,C,100;IME_LOV,C,100;ID_LOV,N,4,0;SO_V_VZORC,N,4,2;ST_VZORCEV,N,5,2;POSILJAJO,N,4,2;VL,C,1
Karlovačka;Janja gora;920;0;0;0;
Karlovačka;Blagaj;921;0;0;0;
Karlovačka;Glina;922;0;0;0;
Karlovačka;Cvitović;923;0;0;0;
Karlovačka;Slunj;924;0;0;0;
Karlovačka;Primišlje;925;0;0;0;
Karlovačka;Batnoga;926;0;0;0;
Karlovačka;Cetingrad;927;0;0;0;
Karlovačka;Mašvina;928;0;0;0;
Karlovačka;Rakovica;929;0;0;0;
Karlovačka;Nova Kršlja;930;0;0;0;
Karlovačka;Grabovac;931;0;0;0;
Karlovačka;Drežnik grad;932;0;0;0;
Karlovačka;Kuplensko;933;0;0;0;
Karlovačka;Radatović;934;0;0;0;
Karlovačka;Vojnić;935;0;0;0;
Varaždinska;Cestica;936;0;0;0;
Varaždinska;Vinica;937;0;0;0;
Varaždinska;Zelendvor;938;0;0;0;
Varaždinska;Petrijanec;939;0;0;0;
Varaždinska;Varaždin;940;0;0;0;
Varaždinska;Bartolovec;941;0;0;0;
Varaždinska;Martijanec;942;0;0;0;
Varaždinska;Sveti Đurđ;943;0;0;0;
Varaždinska;Veliki Bukovec;944;0;0;0;
Varaždinska;Mali Bukovec;945;0;0;0;
Varaždinska;Ludbreg;946;0;0;0;
Varaždinska;Jalžabet;947;0;0;0;
Varaždinska;Šaulovec;948;0;0;0;
Varaždinska;Maruševec;949;0;0;0;
Varaždinska;Voća;950;0;0;0;
Varaždinska;Klenovnik;951;0;0;0;
Varaždinska;Ravna gora;952;0;0;0;
Varaždinska;Bednja;953;0;0;0;
Varaždinska;Lepoglava;954;0;0;0;
Varaždinska;Ivanec;955;0;0;0;
Varaždinska;Margečan;956;0;0;0;
Varaždinska;Mađarevo;957;0;0;0;
Varaždinska;Novi Marof;958;0;0;0;
Varaždinska;Varaždinske toplice;959;0;0;0;
Varaždinska;Jalševec;960;0;0;0;
Varaždinska;Ljubešćica;961;0;0;0;
Varaždinska;Hum Breznički;962;0;0;0;
Varaždinska;Visoko;963;0;0;0;
Varaždinska;Breznica;964;0;0;0;
Varaždinska;Bisag;965;0;0;0;
Koprivničko-križevačka;Đurđevac 1;966;0;0;0;
Koprivničko-križevačka;Đurđevac 2;967;0;0;0;
Koprivničko-križevačka;Koprivnica 1;968;0;0;0;
Koprivničko-križevačka;Koprivnica 2;969;0;0;0;
Koprivničko-križevačka;Koprivnica 3;970;0;0;0;
Koprivničko-križevačka;Križevci;971;0;0;0;
Bjelovarsko-bilogorska;Rovišće - Velika;972;0;0;0;
Bjelovarsko-bilogorska;Rovišće - Konjska rijeka;973;0;0;0;
Bjelovarsko-bilogorska;Zrinski Topolovac - Ciganica;974;0;0;0;
Bjelovarsko-bilogorska;Mosti - Zdelja;975;0;0;0;
Bjelovarsko-bilogorska;Kapela - Bilogora;976;0;0;0;
Bjelovarsko-bilogorska;Bjelovar - Bedenik;977;0;0;0;
Bjelovarsko-bilogorska;Bjelovar - Plavnica;978;0;0;0;
Bjelovarsko-bilogorska;Trojstvo - Dobrovita;979;0;0;0;
Bjelovarsko-bilogorska;Bjelovar - Jasik;980;0;0;0;
Bjelovarsko-bilogorska;Bjelovacka;981;0;0;0;
Bjelovarsko-bilogorska;Ciglenska;982;0;0;0;
Bjelovarsko-bilogorska;Ravneška Kosa;983;0;0;0;
Bjelovarsko-bilogorska;Severinska;984;0;0;0;
Bjelovarsko-bilogorska;Dabravine;985;0;0;0;
Bjelovarsko-bilogorska;Gaj;986;0;0;0;
Bjelovarsko-bilogorska;Jasenova;987;0;0;0;
Bjelovarsko-bilogorska;Selište - Babinčić;988;0;0;0;
Bjelovarsko-bilogorska;Štefanje - Narta;989;0;0;0;
Bjelovarsko-bilogorska;Komuševački Lug - Bukovina;990;0;0;0;
Bjelovarsko-bilogorska;Cerik - Glogovnica;991;0;0;0;
Bjelovarsko-bilogorska;Čazma - Matatinka;992;0;0;0;
Bjelovarsko-bilogorska;Pijesak;993;0;0;0;
Bjelovarsko-bilogorska;Martinska;994;0;0;0;
Bjelovarsko-bilogorska;Berečka Kosa - Krivaja;995;0;0;0;
Bjelovarsko-bilogorska;Bršljanica - Rogoža;996;0;0;0;
Bjelovarsko-bilogorska;Zobikovac - Ilovski Lug;997;0;0;0;
Bjelovarsko-bilogorska;Mlinska;998;0;0;0;
Bjelovarsko-bilogorska;Petkovača - Međuvode;999;0;0;0;
Bjelovarsko-bilogorska;Radmenovača - Tomašica;1000;0;0;0;
Bjelovarsko-bilogorska;Grđevica - Kovačica;1001;0;0;0;
Bjelovarsko-bilogorska;Prespinjača - Barna;1002;0;0;0;
Bjelovarsko-bilogorska;Ivanovo selo - Ilova;1003;0;0;0;
Bjelovarsko-bilogorska;Zdenci - Šovarnica;1004;0;0;0;
Bjelovarsko-bilogorska;Dražica - Kosjerovica;1005;0;0;0;
Bjelovarsko-bilogorska;Končanica - Đurđička;1006;0;0;0;
Bjelovarsko-bilogorska;Donji Daruvar - Maminovac;1007;0;0;0;
Bjelovarsko-bilogorska;Bastaji - Krivaja;1008;0;0;0;
Bjelovarsko-bilogorska;Đulovac - Klista;1009;0;0;0;
Bjelovarsko-bilogorska;Daruvar - Dolovi;1010;0;0;0;
Bjelovarsko-bilogorska;Daruvar - Dabrovica;1011;0;0;0;
Bjelovarsko-bilogorska;Končanica - Toplica;1012;0;0;0;
Bjelovarsko-bilogorska;Dežanovac - Malo Bilo;1013;0;0;0;
Bjelovarsko-bilogorska;Uljanik - Čavlovica;1014;0;0;0;
Bjelovarsko-bilogorska;Poljodar - Sovjak;1015;0;0;0;
Primorsko-goranska;Krk;1016;0;0;0;
Primorsko-goranska;Rab;1017;0;0;0;
Primorsko-goranska;Ilovik;1018;0;0;0;
Primorsko-goranska;Veli Lošinj;1019;0;0;0;
Primorsko-goranska;Čunski kurila;1020;0;0;0;
Primorsko-goranska;Nerezine;1021;0;0;0;
Primorsko-goranska;Batajna-Hraste;1022;0;0;0;
Primorsko-goranska;Cres;1023;0;0;0;
Primorsko-goranska;Unije;1024;0;0;0;
Primorsko-goranska;Crna gora;1025;0;0;0;
Primorsko-goranska;Kupički vrh;1026;0;0;0;
Primorsko-goranska;Lič Fužine;1027;0;0;0;
Primorsko-goranska;Višnjevica;1028;0;0;0;
Primorsko-goranska;Mrkopalj;1029;0;0;0;
Primorsko-goranska;Petehovac;1030;0;0;0;
Primorsko-goranska;Kupa;1031;0;0;0;
Primorsko-goranska;Rudač II;1032;0;0;0;
Primorsko-goranska;Jelenski jarak;1033;0;0;0;
Primorsko-goranska;Lipov vrh;1034;0;0;0;
Primorsko-goranska;Permani-Matulji;1035;0;0;0;
Primorsko-goranska;Klana;1036;0;0;0;
Primorsko-goranska;Matulji-Matulji;1037;0;0;0;
Primorsko-goranska;Vinodol;1038;0;0;0;
Primorsko-goranska;Grobnik-Čavle;1039;0;0;0;
Primorsko-goranska;Krasica;1040;0;0;0;
Primorsko-goranska;Hreljin-Hreljin;1041;0;0;0;
Primorsko-goranska;Kastav-Kastav;1042;0;0;0;
Primorsko-goranska;Ponikve-Gradina;1043;0;0;0;
Primorsko-goranska;Dubračina;1044;0;0;0;
Primorsko-goranska;Tramuntana;1045;0;0;0;
Vukovarsko-srijemska;Dombok;1046;0;0;0;
Vukovarsko-srijemska;Grabik;1047;0;0;0;
Vukovarsko-srijemska;Cerić;1048;0;0;0;
Vukovarsko-srijemska;Asađ;1049;0;0;0;
Vukovarsko-srijemska;Šomođ;1050;0;0;0;
Vukovarsko-srijemska;Zverinjak;1051;0;0;0;
Vukovarsko-srijemska;Crepov dol;1052;0;0;0;
Vukovarsko-srijemska;Vučedol;1053;0;0;0;
Vukovarsko-srijemska;Vukovo Kordoš;1054;0;0;0;
Vukovarsko-srijemska;Badnjara;1055;0;0;0;
Vukovarsko-srijemska;Bajin dol;1056;0;0;0;
Vukovarsko-srijemska;Prima;1057;0;0;0;
Vukovarsko-srijemska;Žirište - Bililo;1058;0;0;0;
Vukovarsko-srijemska;Glazdol;1059;0;0;0;
Vukovarsko-srijemska;Bradarica;1060;0;0;0;
Vukovarsko-srijemska;Dubrava;1061;0;0;0;
Vukovarsko-srijemska;Gradina;1062;0;0;0;
Vukovarsko-srijemska;Dubovica;1063;0;0;0;
Vukovarsko-srijemska;Marikovo;1064;0;0;0;
Vukovarsko-srijemska;Vjerovi;1065;0;0;0;
Vukovarsko-srijemska;Stara Sela;1066;0;0;0;
Vukovarsko-srijemska;Sitnatovo;1067;0;0;0;
Vukovarsko-srijemska;Selište;1068;0;0;0;
Vukovarsko-srijemska;Ripača;1069;0;0;0;
Vukovarsko-srijemska;Rastovo;1070;0;0;0;
Vukovarsko-srijemska;Rastović;1071;0;0;0;
Vukovarsko-srijemska;Poloj;1072;0;0;0;
Vukovarsko-srijemska;Paovo;1073;0;0;0;
Vukovarsko-srijemska;Mašanj;1074;0;0;0;
Vukovarsko-srijemska;Ljeskovac;1075;0;0;0;
Vukovarsko-srijemska;Lovakovica;1076;0;0;0;
Vukovarsko-srijemska;Jelje;1077;0;0;0;
Vukovarsko-srijemska;Gaj;1078;0;0;0;
Vukovarsko-srijemska;Ervenica;1079;0;0;0;
Vukovarsko-srijemska;Drenova;1080;0;0;0;
Vukovarsko-srijemska;Brezovice;1081;0;0;0;
Brodsko-posavska;Dubovac;1082;0;0;0;
Brodsko-posavska;Gajevi;1083;0;0;0;
Brodsko-posavska;Šagulje;1084;0;0;0;
Brodsko-posavska;Klačinac;1085;0;0;0;
Brodsko-posavska;Gostinac;1086;0;0;0;
Brodsko-posavska;Posavina;1087;0;0;0;
Brodsko-posavska;Adžamovci;1088;0;0;0;
Brodsko-posavska;Graničar;1089;0;0;0;
Požeško-slavonska;Zapadni Papuk II;1090;0;0;0;
Požeško-slavonska;Poljanačke šume;1091;0;0;0;
Požeško-slavonska;Orljavac;1092;0;0;0;
Požeško-slavonska;Brestovac;1093;0;0;0;
Požeško-slavonska;Biškupci;1094;0;0;0;
Požeško-slavonska;Velika;1095;0;0;0;
Požeško-slavonska;Požega I;1096;0;0;0;
Požeško-slavonska;Kaptol;1097;0;0;0;
Požeško-slavonska;Požega II;1098;0;0;0;
Požeško-slavonska;Vetovo;1099;0;0;0;
Požeško-slavonska;Jakšić;1100;0;0;0;
Požeško-slavonska;Kutjevo;1101;0;0;0;
Požeško-slavonska;Sesvete;1102;0;0;0;
Požeško-slavonska;Buk;1103;0;0;0;
Požeško-slavonska;Bektež;1104;0;0;0;
Požeško-slavonska;Čaglin;1105;0;0;0;
Požeško-slavonska;Ruševo;1106;0;0;0;
Požeško-slavonska;Sovski dol;1107;0;0;0;
Požeško-slavonska;Bučje;1108;0;0;0;
Požeško-slavonska;Košuta;1109;0;0;0;
Požeško-slavonska;Fazan;1110;0;0;0;
Požeško-slavonska;Trokut;1111;0;0;0;
Požeško-slavonska;Slavuj;1112;0;0;0;
Primorsko-goranska;"""ex.(državno?) PUNTA KRIŽA""";1113;0;0;0;
Brodsko-posavska;Gundinci;1114;0;0;0;
Brodsko-posavska;Sikirevci;1115;0;0;0;
Brodsko-posavska;Velika Kopanica;1116;0;0;0;
Brodsko-posavska;Svilaj;1117;0;0;0;
Brodsko-posavska;Sredanci;1118;0;0;0;
Brodsko-posavska;Vrpolje;1119;0;0;0;
Brodsko-posavska;Garčin;1120;0;0;0;
Brodsko-posavska;Jelas;1121;0;0;0;
Brodsko-posavska;Vranovci;1122;0;0;0;
Brodsko-posavska;Podcrkavlje;1123;0;0;0;
Brodsko-posavska;Sibinj;1124;0;0;0;
Brodsko-posavska;Oriovac;1125;0;0;0;
Brodsko-posavska;Banovci;1126;0;0;0;
Brodsko-posavska;Slavonski Kobaš;1127;0;0;0;
Brodsko-posavska;Fođače;1128;0;0;0;
Brodsko-posavska;Britnjevača-Ravnjaš;1129;0;0;0;
Brodsko-posavska;Ježevik-Cerje;1130;0;0;0;
Zagrebačka;Zaprešić;1131;0;0;0;
Zagrebačka;Jablanovec;1132;0;0;0;
Zagrebačka;Bistra;1133;0;0;0;
Zagrebačka;Jakovlje;1134;0;0;0;
Zagrebačka;Luka;1135;0;0;0;
Zagrebačka;Dubravica;1136;0;0;0;
Zagrebačka;Pušća;1137;0;0;0;
Zagrebačka;Brdovečko Prigorje;1138;0;0;0;
Zagrebačka;Svetonedeljsko - Samoborsko polje;1139;0;0;0;
Zagrebačka;Molvička šuma-Svetonedeljski breg;1140;0;0;0;
Zagrebačka;Samoborska gora;1141;0;0;0;
Zagrebačka;Brezova Gorica - Lipovac;1142;0;0;0;
Zagrebačka;Boljara - Gradina;1143;0;0;0;
Zagrebačka;Pogana jama - Slapnica;1144;0;0;0;
Zagrebačka;Bukovica - Krašić;1145;0;0;0;
Zagrebačka;Bukovica - Močvarski breg;1146;0;0;0;
Zagrebačka;Glavice;1147;0;0;0;
Zagrebačka;Sveta Jana;1148;0;0;0;
Zagrebačka;Plešivica;1149;0;0;0;
Zagrebačka;Okić;1150;0;0;0;
Zagrebačka;Cvetković;1151;0;0;0;
Zagrebačka;Jastrebarsko;1152;0;0;0;
Zagrebačka;Zdenčina - Kupinec;1153;0;0;0;
Zagrebačka;Bratina;1154;0;0;0;
Zagrebačka;Pisarovina-Jamnica;1155;0;0;0;
Zagrebačka;Kupčinsko polje;1156;0;0;0;
Zagrebačka;Jamnička Gorica;1157;0;0;0;
Zagrebačka;Pokupsko;1158;0;0;0;
Zagrebačka;Lukinić brdo;1159;0;0;0;
Zagrebačka;Dubranec;1160;0;0;0;
Zagrebačka;Ključić brdo;1161;0;0;0;
Zagrebačka;Kravarsko;1162;0;0;0;
Zagrebačka;Mraclin;1163;0;0;0;
Zagrebačka;Buševec;1164;0;0;0;
Zagrebačka;Vukovina;1165;0;0;0;
Zagrebačka;Velika Gorica;1166;0;0;0;
Zagrebačka;Donja Lomnica;1167;0;0;0;
Zagrebačka;Črnkovec;1168;0;0;0;
Zagrebačka;Novo Čiče;1169;0;0;0;
Zagrebačka;Orle;1170;0;0;0;
Zagrebačka;Martin breg;1171;0;0;0;
Zagrebačka;Kalištra;1172;0;0;0;
Zagrebačka;Lupoglavski Čret;1173;0;0;0;
Zagrebačka;Dugo polje - Loparnik;1174;0;0;0;
Zagrebačka;Črnec - Ježevečki Čret;1175;0;0;0;
Zagrebačka;Komine - Turentaks;1176;0;0;0;
Zagrebačka;Gornja Posavina;1177;0;0;0;
Zagrebačka;Bertovina Strmec;1178;0;0;0;
Zagrebačka;Šušak - Zelinska gora;1179;0;0;0;
Zagrebačka;Radoišće-Mokrica;1180;0;0;0;
Zagrebačka;Bedenica;1181;0;0;0;
Zagrebačka;Lonjica;1182;0;0;0;
Zagrebačka;Berek-Gusaki;1183;0;0;0;
Zagrebačka;Berek;1184;0;0;0;
Zagrebačka;Orao;1185;0;0;0;
Zagrebačka;Presečki gaj;1186;0;0;0;
Zagrebačka;Čret;1187;0;0;0;
Zagrebačka;Mokrice;1188;0;0;0;
Zagrebačka;Čret-Grede;1189;0;0;0;
Zagrebačka;Varoška;1190;0;0;0;
Zagrebačka;Gaj;1191;0;0;0;
Zagrebačka;Vukojice;1192;0;0;0;
Zagrebačka;Krčevine;1193;0;0;0;
Zagrebačka;Topolje;1194;0;0;0;
Zagrebačka;Trebovec;1195;0;0;0;
Zagrebačka;Opatinec;1196;0;0;0;
Zagrebačka;Ivanić-grad;1197;0;0;0;
Zagrebačka;Kloštar Ivanić;1198;0;0;0;
Zagrebačka;Križ;1199;0;0;0;
Krapinsko-zagorska;Hum na Sutli;1200;0;0;0;
Krapinsko-zagorska;Desinič;1201;0;0;0;
Krapinsko-zagorska;Pregrada;1202;0;0;0;
Krapinsko-zagorska;Zagorska sela;1203;0;0;0;
Krapinsko-zagorska;Tuhelj;1204;0;0;0;
Krapinsko-zagorska;Klanjec;1205;0;0;0;
Krapinsko-zagorska;Kraljevec na Sutli;1206;0;0;0;
Krapinsko-zagorska;Đurmanec;1207;0;0;0;
Krapinsko-zagorska;Jesenje gornje;1208;0;0;0;
Krapinsko-zagorska;Petrovsko;1209;0;0;0;
Krapinsko-zagorska;Krapina;1210;0;0;0;
Krapinsko-zagorska;Radoboj;1211;0;0;0;
Krapinsko-zagorska;Škarićevo;1212;0;0;0;
Krapinsko-zagorska;Krapinske Toplice;1213;0;0;0;
Krapinsko-zagorska;Veliko Trgovišće;1214;0;0;0;
Krapinsko-zagorska;Sv. Križ Začretje;1215;0;0;0;
Krapinsko-zagorska;Zabok;1216;0;0;0;
Krapinsko-zagorska;Bedekovčina;1217;0;0;0;
Krapinsko-zagorska;Mihovljan;1218;0;0;0;
Krapinsko-zagorska;Lobor;1219;0;0;0;
Krapinsko-zagorska;Mače;1220;0;0;0;
Krapinsko-zagorska;Zlatar;1221;0;0;0;
Krapinsko-zagorska;Zlatar Bistrica;1222;0;0;0;
Krapinsko-zagorska;Budinščina;1223;0;0;0;
Krapinsko-zagorska;Hraščina Trgovišće;1224;0;0;0;
Krapinsko-zagorska;Konjščina;1225;0;0;0;
Krapinsko-zagorska;Oroslavje;1226;0;0;0;
Krapinsko-zagorska;Donja Stubica;1227;0;0;0;
Krapinsko-zagorska;Gornja Stubica;1228;0;0;0;
Krapinsko-zagorska;Marija Bistrica;1229;0;0;0;
Ličko-senjska;Jezerane;1230;0;0;0;
Ličko-senjska;Križ Kamenica;1231;0;0;0;
Ličko-senjska;Brinje;1232;0;0;0;
Ličko-senjska;Dabar;1233;0;0;0;
Ličko-senjska;Kompolje;1234;0;0;0;
Ličko-senjska;Otočac;1235;0;0;0;
Ličko-senjska;Sinac;1236;0;0;0;
Ličko-senjska;Vrhovine;1237;0;0;0;
Ličko-senjska;Perušić;1238;0;0;0;
Ličko-senjska;Pazarišta;1239;0;0;0;
Ličko-senjska;Lički Osik;1240;0;0;0;
Ličko-senjska;Smiljan;1241;0;0;0;
Ličko-senjska;Gospić;1242;0;0;0;
Ličko-senjska;Bilaj - Ribnik;1243;0;0;0;
Ličko-senjska;Mogorić;1244;0;0;0;
Ličko-senjska;Medak;1245;0;0;0;
Ličko-senjska;Novalja;1246;0;0;0;
Ličko-senjska;Baške Oštarije;1247;0;0;0;
Ličko-senjska;Lovinac;1248;0;0;0;
Ličko-senjska;Korenica;1249;0;0;0;
Ličko-senjska;Udbina;1250;0;0;0;
Ličko-senjska;Vaganac;1251;0;0;0;
Ličko-senjska;Donji Lapac;1252;0;0;0;
Virovitičko-podravska;Virovitica;1253;0;0;0;
Virovitičko-podravska;Špišić Bukovica;1254;0;0;0;
Virovitičko-podravska;Stari Gradac;1255;0;0;0;
Virovitičko-podravska;Pitomača;1256;0;0;0;
Virovitičko-podravska;Lukač;1257;0;0;0;
Virovitičko-podravska;Rušani;1258;0;0;0;
Virovitičko-podravska;Gradina;1259;0;0;0;
Virovitičko-podravska;Detkovac;1260;0;0;0;
Virovitičko-podravska;Suhopolje;1261;0;0;0;
Virovitičko-podravska;Pecka;1262;0;0;0;
Virovitičko-podravska;Gornji Miholjac;1263;0;0;0;
Virovitičko-podravska;Sopje;1264;0;0;0;
Virovitičko-podravska;Bakić;1265;0;0;0;
Virovitičko-podravska;Gornje Predrijevo;1266;0;0;0;
Virovitičko-podravska;Čadjavica;1267;0;0;0;
Virovitičko-podravska;Crnac;1268;0;0;0;
Virovitičko-podravska;Zdenci;1269;0;0;0;
Virovitičko-podravska;Orahovica;1270;0;0;0;
Virovitičko-podravska;Čačinci;1271;0;0;0;
Virovitičko-podravska;Humljani;1272;0;0;0;
Virovitičko-podravska;Nova Bukovica;1273;0;0;0;
Zadarska;Pag;1274;0;0;0;
Zadarska;Musapstan;1275;0;0;0;
Zadarska;Olib;1276;0;0;0;
Zadarska;Silba;1277;0;0;0;
Zadarska;Premuda;1278;0;0;0;
Zadarska;Molat;1279;0;0;0;
Zadarska;Škarda - Ist;1280;0;0;0;
Zadarska;Dugi otok istok;1281;0;0;0;
Zadarska;Dugi otok zapad - Zverinac;1282;0;0;0;
Zadarska;Sestrunj - Rivanj;1283;0;0;0;
Zadarska;Iž - Rava;1284;0;0;0;
Zadarska;Ugljan - jugoistok;1285;0;0;0;
Zadarska;Ugljan - sjeverozapad;1286;0;0;0;
Zadarska;Pašman - sjever;1287;0;0;0;
Zadarska;Vir;1288;0;0;0;
Zadarska;Blatski gaj;1289;0;0;0;
Zadarska;Križ;1290;0;0;0;
Zadarska;Biograd n/m;1291;0;0;0;
Zadarska;Nin;1292;0;0;0;
Zadarska;Ljubač;1293;0;0;0;
Zadarska;Posedarje;1294;0;0;0;
Zadarska;Novigrad;1295;0;0;0;
Zadarska;Poličnik;1296;0;0;0;
Zadarska;Bibinje - Zemunik donji;1297;0;0;0;
Zadarska;Benkovac - Smilčić;1298;0;0;0;
Zadarska;Polača;1299;0;0;0;
Zadarska;Lišane Ostrovičke;1300;0;0;0;
Zadarska;Pristeg;1301;0;0;0;
Zadarska;Zrmanja;1302;0;0;0;
Zadarska;Bukovica;1303;0;0;0;
Zadarska;Vrelo Zrmanje;1304;0;0;0;
Zadarska;Ljubovo;1305;0;0;0;
Zadarska;Veliki Urljaj;1306;0;0;0;
Zadarska;Una;1307;0;0;0;
Osječko-baranjska;Levanjska Varoš;1308;0;0;0;
Osječko-baranjska;Lapovci;1309;0;0;0;
Osječko-baranjska;Trnava;1310;0;0;0;
Osječko-baranjska;Selci Đakovački;1311;0;0;0;
Osječko-baranjska;Đakovo;1312;0;0;0;
Osječko-baranjska;Satnica Đakovačka;1313;0;0;0;
Osječko-baranjska;Gorjani;1314;0;0;0;
Osječko-baranjska;Potnjani;1315;0;0;0;
Osječko-baranjska;Drenje;1316;0;0;0;
Osječko-baranjska;Bračevci;1317;0;0;0;
Osječko-baranjska;Punitovci;1318;0;0;0;
Osječko-baranjska;Tomašanci - Ivanovci;1319;0;0;0;
Osječko-baranjska;Viškovci;1320;0;0;0;
Osječko-baranjska;Semeljci;1321;0;0;0;
Osječko-baranjska;Kešinci;1322;0;0;0;
Osječko-baranjska;Vrbica;1323;0;0;0;
Osječko-baranjska;Budrovci;1324;0;0;0;
Osječko-baranjska;Piškorevci;1325;0;0;0;
Osječko-baranjska;Strizivojna;1326;0;0;0;
Osječko-baranjska;Višnjevac;1327;0;0;0;
Osječko-baranjska;Josipovac;1328;0;0;0;
Osječko-baranjska;Čepin;1329;0;0;0;
Osječko-baranjska;Čepinski Martinci;1330;0;0;0;
Osječko-baranjska;Beketinci;1331;0;0;0;
Osječko-baranjska;Vuka;1332;0;0;0;
Osječko-baranjska;Vladislavci;1333;0;0;0;
Osječko-baranjska;Livana;1334;0;0;0;
Osječko-baranjska;Antunovac;1335;0;0;0;
Osječko-baranjska;Ernestinovo;1336;0;0;0;
Osječko-baranjska;Laslovo;1337;0;0;0;
Osječko-baranjska;Silaš;1338;0;0;0;
Osječko-baranjska;Osijek;1339;0;0;0;
Osječko-baranjska;Tenja;1340;0;0;0;
Osječko-baranjska;Sarvaš;1341;0;0;0;
Osječko-baranjska;Aljmaš;1342;0;0;0;
Osječko-baranjska;Dalj;1343;0;0;0;
Osječko-baranjska;Erdut;1344;0;0;0;
Osječko-baranjska;Koška;1345;0;0;0;
Osječko-baranjska;Moslavina Podravska;1346;0;0;0;
Osječko-baranjska;Donji Miholjac;1347;0;0;0;
Osječko-baranjska;Golinci;1348;0;0;0;
Osječko-baranjska;Magadenovac;1349;0;0;0;
Osječko-baranjska;Podravski Podgajci;1350;0;0;0;
Osječko-baranjska;Belišće;1351;0;0;0;
Osječko-baranjska;Zelčin;1352;0;0;0;
Osječko-baranjska;Valpovo;1353;0;0;0;
Osječko-baranjska;Ladimirevci;1354;0;0;0;
Osječko-baranjska;Bizovac;1355;0;0;0;
Osječko-baranjska;Habjanovci;1356;0;0;0;
Osječko-baranjska;Šag - Nard;1357;0;0;0;
Osječko-baranjska;Petrijevci;1358;0;0;0;
Osječko-baranjska;Baranjsko Petrovo Selo;1359;0;0;0;
Osječko-baranjska;Bolman;1360;0;0;0;
Osječko-baranjska;Jagodnjak;1361;0;0;0;
Osječko-baranjska;Darda;1362;0;0;0;
Osječko-baranjska;Bilje;1363;0;0;0;
Osječko-baranjska;Lug;1364;0;0;0;
Osječko-baranjska;Kneževi Vinogradi;1365;0;0;0;
Osječko-baranjska;Zmajevac;1366;0;0;0;
Osječko-baranjska;Karanac;1367;0;0;0;
Osječko-baranjska;Čeminac;1368;0;0;0;
Osječko-baranjska;Beli Manastir;1369;0;0;0;
Osječko-baranjska;Luč;1370;0;0;0;
Osječko-baranjska;Branjin Vrh;1371;0;0;0;
Osječko-baranjska;Popovac;1372;0;0;0;
Osječko-baranjska;Branjina;1373;0;0;0;
Osječko-baranjska;Duboševica;1374;0;0;0;
Osječko-baranjska;Batina;1375;0;0;0;
Osječko-baranjska;Topolje;1376;0;0;0;
Osječko-baranjska;Grabovac;1377;0;0;0;
Osječko-baranjska;Kučka - Zmajevac;1378;0;0;0;
Osječko-baranjska;Šaptinovci;1379;0;0;0;
Osječko-baranjska;Feričanci;1380;0;0;0;
Osječko-baranjska;Đurđenovac;1381;0;0;0;
Osječko-baranjska;Donja Motičina;1382;0;0;0;
Osječko-baranjska;Ribnjak;1383;0;0;0;
Osječko-baranjska;Jelisavac;1384;0;0;0;
Osječko-baranjska;Vukojevci;1385;0;0;0;
Osječko-baranjska;Podgorač;1386;0;0;0;
Osječko-baranjska;Budimci;1387;0;0;0;
Osječko-baranjska;Našice;1388;0;0;0;
Osječko-baranjska;Valenovac;1389;0;0;0;
Osječko-baranjska;Granice;1390;0;0;0;
Osječko-baranjska;Kopačevo;1391;0;0;0;
Osječko-baranjska;Vardarac;1392;0;0;0;
Osječko-baranjska;Marijanci;1393;0;0;0;
Šibensko-kninska;Rogoznica;1394;0;0;0;
Šibensko-kninska;Primošten;1395;0;0;0;
Šibensko-kninska;Šibenik;1396;0;0;0;
Šibensko-kninska;Dubrava;1397;0;0;0;
Šibensko-kninska;Perković;1398;0;0;0;
Šibensko-kninska;Lozovac;1399;0;0;0;
Šibensko-kninska;Srima;1400;0;0;0;
Šibensko-kninska;Vodice;1401;0;0;0;
Šibensko-kninska;Tribunj;1402;0;0;0;
Šibensko-kninska;Pirovac;1403;0;0;0;
Šibensko-kninska;Skradin;1404;0;0;0;
Šibensko-kninska;Trolokve;1405;0;0;0;
Šibensko-kninska;Unešić;1406;0;0;0;
Šibensko-kninska;Ružić;1407;0;0;0;
Šibensko-kninska;Siverić;1408;0;0;0;
Šibensko-kninska;Drniš;1409;0;0;0;
Šibensko-kninska;Pakovo selo - Pokrovnik;1410;0;0;0;
Šibensko-kninska;Sedramić;1411;0;0;0;
Šibensko-kninska;Oklaj;1412;0;0;0;
Šibensko-kninska;Otoci I;1413;0;0;0;
Šibensko-kninska;Otoci II;1414;0;0;0;
Šibensko-kninska;Bilice;1415;0;0;0;
Šibensko-kninska;Grebaštica;1416;0;0;0;
Šibensko-kninska;Knin;1417;0;0;0;
Šibensko-kninska;Oćestovo;1418;0;0;0;
Šibensko-kninska;Cetina;1419;0;0;0;
Šibensko-kninska;Kistanje;1420;0;0;0;
Istarska;Palud;1421;0;0;0;
Istarska;Buje;1422;0;0;0;
Istarska;Umag;1423;0;0;0;
Istarska;Novigrad;1424;0;0;0;
Istarska;Brtonigla;1425;0;0;0;
Istarska;Grožnjan;1426;0;0;0;
Istarska;Momjan;1427;0;0;0;
Istarska;Oprtalj;1428;0;0;0;
Istarska;Mirna;1429;0;0;0;
Istarska;Ćićarija;1430;0;0;0;
Istarska;Roč;1431;0;0;0;
Istarska;Labin;1432;0;0;0;
Istarska;Koromačno;1433;0;0;0;
Istarska;Vinež;1434;0;0;0;
